Topic,Count,Name,Representation,Representative_Docs
-1,5734,-1_candidat_politique_fonds_circonscription,"['candidat', 'politique', 'fonds', 'circonscription', 'france', 'cevipof', 'social', 'parti', 'socialiste', 'gauche']","['science fonds cevipof republiqu FRANÇAISE département Creuse circonscription election legislatives scrutin ballottage mars electrice electeur cœur tour accorder confiance placer position décisif emporter dimanche prochain candidat droite conformément déclaration commun Parti socialiste parti communiste mouvement radical gauche devenir second tour désistement faveur Bernard TRICLOT candidat Union Gauche grâce appui grand courant amplifier dimanche concours défaillance voix républicain remporter succès victoire portée non circonscription ensemble pays VIVE creuse VIVE république Guy BECK député sortant candidat Union gauche suppléant André LEJEUNE parti communiste candidat Bernard triclot appeler électeur électeur confiance mars rassembler suffrage mars Guy BECK devenir candidat Union Gauche mouvement radical gauche secrétaire départemental BRANA inviter radical républicain porter suffrage mars Guy BECK candidat Union Gauche déclaration parti signataire programme commun fois an français français venir apporter majorité suffrage gauche dominant tour élection législatif traduire volonté changement pays espoir politique nouveau finisse crise difficulté vivre injustice abandon caractériser politique droite réalité énorme moyen propagand utiliser parti pouvoir manipulation statistique officiel dissimuler ouvrir perspective majorité gauche assemblée national dimanche prochain assurer avènement gouvernement union gauche politique progrès justice social décentralisation liberté coopération indépendance paix parti gauche affirmer solennellemer volonté mettre œuvre aboutir constitution majorité commun programme commun gouvernement commun gauche esprit pays accorder confiance engager poursuivre partir acquis représenter programme commun disposition adopter cadre travail conduire négociation viser mettre point programme devenir contrat législature gouvernement union gauche charger appliquer tâche gouvernement répondre attente légitime travailleur famille adopter important mesure social apporter amélioration indispensable condition cadre existence premier jour installation décider fixation smic heure travail hebdomadaire relèvement allocation familial versement enfant ici janvier moitié montant mois avril fixation minimum vieilless allocation handicapé adulte revalorisation moyenne retraite pension fixation allocation minimal chômage tiers smic chômeur salarié famille cas jeune recherche emploi mesure assortie fonction besoin allègement charge petit entreprise commerce artisanat manière général industrie main œuvre temps gouvernement prendre disposition engager négociation organisation syndical professionnel salaire emploi condition travail hiérarchie négociation préconiser hausse différencier pouvoir achat salaire rapide heure jour amélioration condition travail hygiène sécurité suppression discrimination frapper jeune femme travailleur immigré création emploi nouveau secteur public année mesure viser faire reculer chômage négociation engager organisation agricole vue assurer garantie amélioration revenu exploitant agricole familial grâce fixation prix production compte évolution charge exploitation organisation marché lutte contre spéculation foncier discussion partenaire nouveau politique agricole commun gouvernement soumettre parlement session projet loi disposition budgétaire abaissement âge ouvrir droit retraite pension complet an règle général an femme travailleur occuper emploi pénible semaine congé payer abrogation ordonnance sécurité social action faveur santé action faveur logement social politique équitable loyer charge locatif démocratisation enseignement développement formation permanent équipement enfance indemnisation rapatrié initiative prendre moyen dégager donner impulsion politique hardie lutte protection cadre vie contre pollution nuisance réalisation poursuite efficace indispensable effort social exiger être appliquer réforme fournir moyen économique financier politique indispensable agir nationalisation secteur bancaire financier groupe industriel soumettre parlement session indexation épargne réforme fiscalité comporter particulier création impôt grand fortune impôt capital société élaboration plan démocratique développement mise route politique nouveau matière industriel agricole maritime aménagement territoire échange extérieur extension droit démocratique travailleur organisation mesure égalité femme domaine favoriser évolution mentalité décentralisation pouvoir élection assemblée régional suffrage universel proportionnelle suppression tutelle commune objet mesure rapidement engager parti attacher importance particulière garantie extension liberté individuel collectif problème régler population concerner base droit autodétermination gouvernement prendre initiative approprier vue garantir indépendance pays assurer développement coopération France marché commun pays souhaiter progresser voie désarmement général appliquer grand politique nouveau parti gauche engager gouverner ensemble prendre place gouvernement Union gauche composition respecter volonté suffrage universel activité fonder égalité droit devoir délibération solidarité Parti socialiste parti communiste mouvement radical gauche décider désistement réciproque candidat candidat gauche arriver tête tour désistement nominatif figurer circulaire diffuser voie affiche candidat désister participer réunion public organiser vue assurer succès candidat Union gauche parti demander organisation départemental rencontrer vue assurer application disposition meilleur esprit loyale coopération parti appeler candidat militant mobiliser rassembler combat aspirer véritable changement voix perdre gauche partout battre droite mars PRAPOKO MAGRIS CENTRAL muğret science fonds cevipof', 'DEPARTEMENT creuse republiqu français deuxieme circonscription aubusson election legislatives scrutin ballottage mars electrice electeur cœur tour accorder confiance placer tête candidat Gauche total voix obtenir candidat tour circonscription voisin chiffre comparer voix candidat unique droite dicter devoir voix perdre gauche partout battre droite conformément déclaration parti signataire programme commun devenir second tour désistement faveur raymond labrouss candidat Union Gauche qualité adresse presser appel électeur électeur gauche républicain démocrate désireux profond changement politique gauche mesure offrir victoire portée non circonscription ensemble pays vivre creuse vivre république André chandernagor candidat Union gauche suppléant éventuel docteur William chervy parti communiste candidat raymond labrousse appeler électeur électeur confiance mars rassembler suffrage mars André CHANDERNAGOR devenir candidat Union Gauche nom mouvement radical Gauche BRANA secrétaire départemental radical Gauche invite radical républicain porter suffrage mars André CHANDERNAGOR candidat Union Gauche science fonds cevipof déclaration parti signataire programme commun fois an français français venir apporter majorité suffrage gauche dominant tour élection législatif traduire volonté changement pays espoir politique nouveau finisse crise difficulté vivre injustice abandon caractériser politique droite réalité énorme moyen propagand utiliser parti pouvoir manipulation statistique officiel dissimuler ouvrir perspective majorité gauche assemblée national dimanche prochain assurer avènement gouvernement union gauche politique progrès justice social décentralisation liberté coopération indépendance paix parti gauche affirmer solennellemer volonté mettre œuvre aboutir constitution majorité commun programme commun gouvernement commun gauche esprit pays accorder confiance engager poursuivre partir acquis représenter programme commun disposition adopter cadre travail conduire négociation viser mettre point programme devenir contrat législature gouvernement union gauche charger appliquer tâche gouvernement répondre attente légitime travailleur famille adopter important mesure social apporter amélioration indispensable condition cadre existence premier jour installation décider fixation heure travail hebdomadaire relèvement allocation familial versement enfant ici janvier moitié montant mois avril fixation minimum vieilless allocation handicapé adulte revalorisation moyenne retraite pension fixation allocation minimal chômage tiers chômeur salarié famille cas jeune recherche emploi mesure assortie fonction besoin allègement charge petit entreprise commerce artisanat manière général industrie main œuvre temps gouvernement prendre disposition engager négociation organisation syndical professionnel salaire emploi condition travail hiérarchie préconiser hausse différencier pouvoir achat salaire rapide heure jour amélioration condition travail hygiène sécurité suppression discrimination frapper jeune femme travailleur immigré création emploi nouveau secteur public année mesure viser faire reculer chômage négociation engager organisation agricole vue assurer garantie amélioration revenu exploitant agricole familial grâce fixation prix production compte évolution charge exploitation organisation marché lutte contre spéculation foncier discussion partenaire nouveau politique agricole commun gouvernement soumettre parlement session projet loi disposition budgétaire abaissement âge ouvrir droit retraite pension complet an règle général an femme travailleur occuper emploi pénible semaine congé payer abrogation ordonnance sécurité social action faveur santé action faveur logement social politique équitable loyer charge locatif démocratisation enseignement développement formation permanent équipement enfance indemnisation rapatrié initiative prendre moyen dégager donner impulsion politique hardie lutte protection cadre vie contre pollution nuisance réalisation poursuite efficace indispensable effort social exiger être appliquer réforme fournir moyen économique financier politique indispensable agir nationalisation secteur bancaire financier groupe industriel soumettre parlement session indexation épargne réforme fiscalité comporter particulier création impôt grand fortune impôt capital société élaboration plan démocratique développement mise route politique nouveau matière industriel agricole maritime aménagement territoire échange extérieur extension droit démocratique travailleur organisation mesure égalité femme domaine favoriser évolution mentalité décentralisation pouvoir élection assemblée régional suffrage universel proportionnelle suppression tutelle commune objet mesure rapidement engager parti attacher importance particulière garantie extension liberté individuel collectif problème régler population concerner base droit autodétermination gouvernement prendre initiative approprier vue garantir indépendance pays assurer développement coopération France marché commun pays souhaiter progresser voie désarmement général appliquer grand politique nouveau parti gauche engager gouverner ensemble prendre place gouvernement Union gauche composition respecter volonté suffrage universel activité fonder égalité droit devoir délibération solidarité Parti socialiste parti communiste mouvement radical gauche décider désistement réciproque candidat candidat gauche arriver tête tour désistement nominatif figurer circulaire diffuser voie affiche candidat désister participer réunion public organiser vue assurer succès candidat Union gauche parti demander organisation départemental rencontrer vue assurer application disposition meilleur esprit loyale coopération parti appeler candidat militant mobiliser rassembler combat aspirer véritable changement voix perdre gauche partout battre droite presse massif central guéret science fonds cevipof', 'science fonds cevipof Elections législatif juin circonscription an Marié enfant Jacques Garcia maire Montbard Conseiller général secrétaire commission départemental membre bureau commission agriculture conseil Régional Jacques garcia candidat majorité union gauche présenter parti communiste français suppléant Georges COMMARET an Marié enfant chef gare Ste Colombe conseiller municipal militant syndicaliste monsieur Mademoiselle Monsieur adresse moment décisif réaliser changement souhaiter mai Giscard Estaing soutenir politique Mathieu être battre François Mitterrand être élire président république espoir avancer changement permettre finir chômage difficulté austérité grand majorité peuple parti heureux fier contribuer force succès mai juin prochain défaite droite accentuer circonscription droite être battre député gauche majorité nouveau élu hier opposition gauche actuellement majorité présidentiel donner dimension nouveau action réussisse changement défense intérêt vivre travail ville campagne famille jeune ancien placer largement tête force gauche avoir désigner dernier élection meilleur rassembleur époque gauche majoritaire France circonscription être majorité confiance renouveler renforcer vraiment mieux placer battr Mathieu devenir député député majorité union gauche travailler président république réussir changement partout voix porter candidat présenter PCF permettre confirmer victoire mai ancrer bien gauche majorité nouveau rendre solide stable durable réussir garantir changement falloir ministre communiste accorder soutien juin contribuer communiste force assurer élection François Mitterrand être représenter gouvernement avoir soutenir vouloir gauche réussisse juin accorder confiance demain député pouvoir mieux servir intérêt population région pays ensemble réussisse changement Fareice Jacques garciascience fonds cevipof franchir étape candidat élection législatif soumettre principal objectif social économique politique proposon faire aboutir action gouvernement être prêt prendre place réussir changement vouloir falloir franchir étape mise œuvre politique nouveau PRIORITÉ plein emploi objectif central politique nouveau plein emploi arrêt fermeture entreprise licenciement création priorité emploi industriel développer industrie bois suppression forme précaire emploi agence intérim réduction progressif rapide durée travail perte salaire maintien garantie légal mise œuvre vaste programme formation professionnel Maintien développement agriculture possibilité jeune installer foncier agricole qualité outil travail favoriser développement petit commerce artisanat VIE MEILLEURE mesure economique sociale MATIERE justice social realiser plein EMPLOI traduire amelioration reell condition VIE TRAVAILLEURS famille revalorisation salaire partir smic valeur décembre suppression discrimination salarial frapper jeune femme immigré augmentation allocation familial ici janvier versement enfant Minimum vieilless allocation handicapé porter indemnisation chômage smic salaire famille cas garantie revalorisation pouvoir achat agriculteur exploitant familial immédiat paiement prix fixé Bruxelles retraire an homme an femme semaine congé payer hiver conger maternité porter mois limitation loyer charge tendre excéder revenu famille modester donner éducation national moyen enseignement digne temps moyen necessaire realisation effort social indispensable exiger reforme fourniront moyen valoriser atout France région sidérurgie mine chimie textile machine outil électronique automobile nationalisation secteur bancaire financier crédit principal groupe industriel création impôt capital société grand fortune blocag temporaire prix protection production national nécessaire souffle LIBERTE democratie faire bond pays niveau entreprise ETAT garantie libre fonctionnement section syndical petit entreprise Présidence comité entreprise représentant salarier droit usage bénéfice choix investissement organisation travail représentation majoritaire travailleur conseil administration entreprise nationaliser garantie femme droit égal homme domaine Proportionnelle élection création réel pouvoir régional role FRANCE lutte passée peuple français liberté souveraineté indépendance solidarite auter valeur FRANCE mettre OEUVRE défense intérêt national cadre cee liberté action France opposition élargissement marché commun action respect alliance défense droit homme sécurité oeuvrer paix désarmement dissolution bloc agir nouveau ordre mondial développer justice solidarité échange intérêt mutuel peuple juin confirmer victoire mai réussir changement voter Jacques garcier mieux placer battre droite devenir député nouveau majorité présidentiel JANY imprimeri MARMAGNE candidat']"
0,3182,0_candidat_national_voter_gauche,"['candidat', 'national', 'voter', 'gauche', 'politique', 'fonds', 'français', 'communiste', 'majorité', 'député']","['science fonds cevipof electier législatif juin circonscription HAMON Technicien an candidat lutte ouvrière suppléant Michel AMIOT ouvrier métallurgiste an Travailleuses travailleur nom lutte ouvrier formation présenter candidature Arlette Laguiller élection présidentiel solliciter suffrage élection présenter côté candidat RPR UDF séparément ensembl sigle Union nouveau majorité côté réclamer majorité présidentiel Mitterrand falloir voter contre droite premier trop subir quart siècle majorité électeur venir désavouer présidentielle évidemment ramener législative ennemi salarié ouvrier employé représenter non intérêt petit paysan petit commerçant artisan côté chercher vote gouvernement quart paysannerie être chasser terre centaine millier jeune quitter campagne faute pouvoir vivre dizaine millier petit commerçant être pourchasser percepteur ruiner concurrence grand surface argent etat aller grand capital homme ami personnel dirigeant droite falloir voter gauche François Mitterrand présente homme gauche socialiste partisan changement faveur classe populaire Beaucoup pensent permettre gouverner vraiment gauche vraiment changement falloir envoyer majorité gauche parlement bien sûr falloir espérer Mitterrand tenir promesse fait domaine social augmenter smic créer emploi fonction public essentiel mener politique bien prédécesseur appel Arlette LAGUILLER candidat mouvement Lutte ouvrière élection présidentiel obtenir voix suffrage proportionnelle Lutte ouvrier devoir électeur donner suffrage candidat député bien sûr loi électoral faire désavantager formation voter Lutte Ouvrière vraiment voter député vraiment gauche décider cautionner avance faire Mitterrand gouvernement travailleur approuver chambre faire faveur travailleur dénoncer concession tramer contre LaguillerDans passé participer gouvernement IVe République Defferre Savary maurice Faure montrer serviteur efficace intérêt bourgeoisie homme venir tirer néant oubli faire ministre important jobert ancien ministre Pompidou delor ancien conseiller Chaban Delmas homme droite peine déguiser gouvernement mettre place Mitterrand montre bien réserve possibilité gouverner droite vouloir faire gauche fois élection passer fois consolidé gouvernement faire Mitterrand ministre dire travailleur ouvrier petit paysan falloir raisonnabler falloir modérer revendication aill mieux tard taxer petit commerçant prendre classe moyen prétendre nom travailleur réalité homme Giscard Chirac utiliser argent etat subventionner gros industrie biais budget force frappe armée Mitterrand annoncer toucher commande toucher falloir voter gauche falloir envoyer majorité gauche chambre ôter prétexte Mitterrand réaliser travailleur attendre gauche falloir député homme femme peuple être capable critiquer gouvernement préparer mauvais coup contre envoyer chambre député socialiste donner chèque blanc Mitterrand député propre partir pouvoir opposer trop dépendant avenir carrière non compter député communiste fier faire partie majorité présidentiel Mitterrand critique formuler contre querelle injure année précédent ligne parti Communiste trop changeant trop marquer intérêt parti trop éloigner intérêt travailleur pouvoir fier député communiste Lutte ouvrière présent candidat arlette Laguiller candidat Lutte ouvrière présidentielle montrer rester fidèle garder attitude face Giscard face Mitterrand côté vivre travail contre pouvoir haute finance grand capital continuer dénoncer dépense énorme etat faveur armée faveur trust capitaliste femme homme manquer ici nécessaire être accord idée être méfiant voir vis réserve septennat Mitterrand dire voter candidature gauche appartenir majorité présidentiel formation circonstance engouffrer ambitieux carriériste voir travail majorité élire rester ambition personnel carrière ménager fortune dépendre pouvoir place savoir changement fondamental société dépendre lutte travailleur composition parlement candidat Lutte ouvrier élection Arlette Laguiller travailleuse travailleur rang sincérité peuple engager envoyer assemblée national soutenir action gouvernement bon classe populaire engager dénoncer néfaste juger digne représenter parlement fait député être non chambre député être ici combat lutte travailleuse travailleur falloir voter gauche oui gauche voter travailleur voter candidat Voltaire impression Montreuil science fonds cevipof', 'science fonds cevipof electier législatif juin circonscription Gilbert CLAUDOT ouvrier professionnel an candidat lutte ouvrière suppléant Lucien DEGORGE agent technique an Travailleuses travailleur nom lutte ouvrier formation présenter candidature Arlette Laguiller élection présidentiel solliciter suffrage élection présenter côté candidat RPR UDF séparément ensembl sigle Union nouveau majorité côté réclamer majorité présidentiel Mitterrand falloir voter contre droite premier trop subir quart siècle majorité électeur venir désavouer présidentielle évidemment ramener législative ennemi salarié ouvrier employé représenter non intérêt petit paysan petit commerçant artisan côté chercher vote gouvernement quart paysannerie être chasser terre centaine millier jeune quitter campagne faute pouvoir vivre dizaine millier petit commerçant être pourchasser percepteur ruiner concurrence grand surface argent etat aller grand capital homme ami personnel dirigeant droite falloir voter gauche François Mitterrand présente homme gauche socialiste partisan changement faveur classe populaire Beaucoup pensent permettre gouverner vraiment gauche vraiment changement falloir envoyer majorité gauche parlement bien sûr falloir espérer Mitterrand tenir promesse fait domaine social augmenter smic créer emploi fonction public essentiel mener politique bien prédécesseur appel Arlette LAGUILLER candidat mouvement Lutte ouvrière élection présidentiel obtenir voix suffrage proportionnelle Lutte ouvrier devoir électeur donner suffrage candidat député bien sûr loi électoral faire désavantager formation voter Lutte Ouvrière vraiment voter député vraiment gauche décider cautionner avance faire Mitterrand gouvernement travailleur approuver chambre faire faveur travailleur dénoncer concession tramer contre LaguillerDans passé participer gouvernement IVe République Defferre Savary maurice Faure montrer serviteur efficace intérêt bourgeoisie homme venir tirer néant oubli faire ministre important jobert ancien ministre Pompidou delor ancien conseiller Chaban Delmas homme droite peine déguiser gouvernement mettre place Mitterrand montre bien réserve possibilité gouverner droite vouloir faire gauche fois élection passer fois consolidé gouvernement faire Mitterrand ministre dire travailleur ouvrier petit paysan falloir raisonnabler falloir modérer revendication aill mieux tard taxer petit commerçant prendre classe moyen prétendre nom travailleur réalité homme Giscard Chirac utiliser argent etat subventionner gros industrie biais budget force frappe armée Mitterrand annoncer toucher commande toucher falloir voter gauche falloir envoyer majorité gauche chambre ôter prétexte Mitterrand réaliser travailleur attendre gauche falloir député homme femme peuple être capable critiquer gouvernement préparer mauvais coup contre envoyer chambre député socialiste donner chèque blanc Mitterrand député propre partir pouvoir opposer trop dépendant avenir carrière non compter député communiste fier faire partie majorité présidentiel Mitterrand critique formuler contre querelle injure année précédent ligne parti Communiste trop changeant trop marquer intérêt parti trop éloigner intérêt travailleur pouvoir fier député communiste Lutte ouvrière présent candidat arlette Laguiller candidat Lutte ouvrière présidentielle montrer rester fidèle garder attitude face Giscard face Mitterrand côté vivre travail contre pouvoir haute finance grand capital continuer dénoncer dépense énorme etat faveur armée faveur trust capitaliste femme homme manquer ici nécessaire être accord idée être méfiant voir vis réserve septennat Mitterrand dire voter candidature gauche appartenir majorité présidentiel formation circonstance engouffrer ambitieux carriériste voir travail majorité élire rester ambition personnel carrière ménager fortune dépendre pouvoir place savoir changement fondamental société dépendre lutte travailleur composition parlement candidat Lutte ouvrier élection Arlette Laguiller travailleuse travailleur rang sincérité peuple engager envoyer assemblée national soutenir action gouvernement bon classe populaire engager dénoncer néfaste juger digne représenter parlement fait député être non chambre député être ici combat lutte travailleuse travailleur falloir voter gauche oui gauche voter travailleur voter candidat Voltaire impression Montreuil science fonds cevipof', 'science fonds cevipof electier législatif juin circonscription Gérard CHAUVIN Electricien an candidat lutte ouvrière suppléant EDMOND enseigner an Travailleuses travailleur nom lutte ouvrier formation présenter candidature Arlette Laguiller élection présidentiel solliciter suffrage élection présenter côté candidat RPR UDF séparément ensembl sigle Union nouveau majorité côté réclamer majorité présidentiel Mitterrand falloir voter contre droite premier trop subir quart siècle majorité électeur venir désavouer présidentielle évidemment ramener législative ennemi salarié ouvrier employé représenter non intérêt petit paysan petit commerçant artisan côté chercher vote gouvernement quart paysannerie être chasser terre centaine millier jeune quitter campagne faute pouvoir vivre dizaine millier petit commerçant être pourchasser percepteur ruiner concurrence grand surface argent etat aller grand capital homme ami personnel dirigeant droite falloir voter gauche François Mitterrand présente homme gauche socialiste partisan changement faveur classe populaire Beaucoup pensent permettre gouverner vraiment gauche vraiment changement falloir envoyer majorité gauche parlement bien sûr falloir espérer Mitterrand tenir promesse fait domaine social augmenter smic créer emploi fonction public essentiel mener politique bien prédécesseur appel Arlette LAGUILLER candidat mouvement Lutte ouvrière élection présidentiel obtenir voix suffrage proportionnelle Lutte ouvrier devoir électeur donner suffrage candidat député bien sûr loi électoral faire désavantager formation voter Lutte Ouvrière vraiment voter député vraiment gauche décider cautionner avance faire Mitterrand gouvernement travailleur approuver chambre faire faveur travailleur dénoncer concession tramer contre LaguillerDans passé participer gouvernement IVe République Defferre Savary maurice Faure montrer serviteur efficace intérêt bourgeoisie homme venir tirer néant oubli faire ministre important jobert ancien ministre Pompidou delor ancien conseiller Chaban Delmas homme droite peine déguiser gouvernement mettre place Mitterrand montre bien réserve possibilité gouverner droite vouloir faire gauche fois élection passer fois consolidé gouvernement faire Mitterrand ministre dire travailleur ouvrier petit paysan falloir raisonnabler falloir modérer revendication aill mieux tard taxer petit commerçant prendre classe moyen prétendre nom travailleur réalité homme Giscard Chirac utiliser argent etat subventionner gros industrie biais budget force frappe armée Mitterrand annoncer toucher commande toucher falloir voter gauche falloir envoyer majorité gauche chambre ôter prétexte Mitterrand réaliser travailleur attendre gauche falloir député homme femme peuple être capable critiquer gouvernement préparer mauvais coup contre envoyer chambre député socialiste donner chèque blanc Mitterrand député propre partir pouvoir opposer trop dépendant avenir carrière non compter député communiste fier faire partie majorité présidentiel Mitterrand critique formuler contre querelle injure année précédent ligne parti Communiste trop changeant trop marquer intérêt parti trop éloigner intérêt travailleur pouvoir fier député communiste Lutte ouvrière présent candidat arlette Laguiller candidat Lutte ouvrière présidentielle montrer rester fidèle garder attitude face Giscard face Mitterrand côté vivre travail contre pouvoir haute finance grand capital continuer dénoncer dépense énorme etat faveur armée faveur trust capitaliste femme homme manquer ici nécessaire être accord idée être méfiant voir vis réserve septennat Mitterrand dire voter candidature gauche appartenir majorité présidentiel formation circonstance engouffrer ambitieux carriériste voir travail majorité élire rester ambition personnel carrière ménager fortune dépendre pouvoir place savoir changement fondamental société dépendre lutte travailleur composition parlement candidat Lutte ouvrier élection Arlette Laguiller travailleuse travailleur rang sincérité peuple engager envoyer assemblée national soutenir action gouvernement bon classe populaire engager dénoncer néfaste juger digne représenter parlement fait député être non chambre député être ici combat lutte travailleuse travailleur falloir voter gauche oui gauche voter travailleur voter candidat Voltaire impression Montreuil science fonds cevipof']"
